nr;filnavn;kategori;artikel;url;prompt;alt_tekst;type
60;60-webshop-modul-paa-skaerm.jpg;Tech;WMS vs. Shopify: kan Shopify styre dit lager?;https://smartpack.dk/viden/tech/wms-vs-shopify.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Bærbar på et højt bord i lagerhallen med en simpel lageroversigt på skærmen.;Bærbar med lageroversigt på et højt bord i lagerhallen;foto
61;61-webshop-opsaetning-paa-lagerkontor.jpg;Tech;WooCommerce integration med WMS: opsætning og gotchas;https://smartpack.dk/viden/tech/woocommerce-integration.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lille lagerkontor med to skærme og en kasse med varer på bordet, hal gennem vinduet.;Lagerkontor med to skærme og en vareæske;foto
62;62-anti-traethedsmaatte-ved-pakkebord.jpg;Hardware;Anti-træthedsmatter på lager: hvad de gør, hvad de koster og hvornår de er det værd;https://smartpack.dk/viden/hardware/anti-fatigue-maatter.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede skråt nedefra af en sort skummåtte foran et pakkebord, et par arbejdssko stående på den.;Anti-træthedsmåtte med arbejdssko foran et pakkebord;foto
63;63-haevesaenkebord-i-to-hoejder.jpg;Hardware;Arbejdshøjde pakkebord: hvad der er korrekt og hvad forkert højde koster dig;https://smartpack.dk/viden/hardware/arbejdshoejde-pakkebord.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord med hævesænkesøjler, en medarbejder står oprejst med albuer i ret vinkel over bordpladen.;Medarbejder ved et hævesænke-pakkebord;foto
64;64-tung-loeft-fra-nederste-hylde.jpg;Hardware;Ergonomi og fejlrate på lageret: sammenhængen der koster dig penge;https://smartpack.dk/viden/hardware/ergonomi-fejlrate.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Medarbejder der bøjer sig helt ned efter en kasse på nederste reolhylde, ryggen krum.;Medarbejder bøjer sig efter en kasse på nederste hylde;foto
65;65-god-arbejdsstilling-ved-pluk.jpg;Hardware;Ergonomi på lageret: hvad det koster ikke at prioritere det;https://smartpack.dk/viden/hardware/ergonomi-paa-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Plukker der tager en vare fra en hylde i hoftehøjde med rank ryg, vogn tæt på.;Plukker med rank ryg tager en vare i hoftehøjde;foto
66;66-labelprinter-ved-pakkestation.jpg;Hardware;Fragtlabel-setup: printer, placering og det der går galt;https://smartpack.dk/viden/hardware/fragtlabel-setup.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af en termisk labelprinter der lige har kørt en fragtlabel ud, pakke klar ved siden af.;Termisk labelprinter med en fragtlabel på vej ud;foto
67;67-fire-slags-fyldmateriale.jpg;Hardware;Fyldmateriale til pakning: hvad der virker, hvad der koster for meget og hvad der er overflødigt;https://smartpack.dk/viden/hardware/fyldmateriale-valg.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Fire åbne kasser side om side med hver sit fyldmateriale: luftpuder, papir, skum og chips.;Fire kasser med forskelligt fyldmateriale;foto
68;68-udstyr-og-skaerm-paa-samme-bord.jpg;Hardware;Hardware vs. system: hvad giver mest effekt først?;https://smartpack.dk/viden/hardware/hardware-vs-system-effekt.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord hvor værktøj og scanner ligger i venstre side og en skærm står i højre side.;Pakkebord med værktøj i den ene side og skærm i den anden;foto
69;69-nyt-udstyr-stadig-i-kasse.jpg;Hardware;Hvornår skal du investere i udstyr vs. software?;https://smartpack.dk/viden/hardware/investering-udstyr-vs-software.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Uåbnet kasse med nyt lagerudstyr stående ubenyttet op ad en reol, stov på toppen.;Uåbnet kasse med nyt udstyr op ad en reol;foto
70;70-manuel-og-elektrisk-pallelofter.jpg;Hardware;Manuel vs elektrisk palleløfter: hvornår skal du opgradere?;https://smartpack.dk/viden/hardware/manuel-vs-elektrisk-pallelofter.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Manuel palleløfter og elektrisk palleløfter stående ved siden af hinanden i en lagergang.;Manuel og elektrisk palleløfter side om side;foto
71;71-stor-kasse-lille-vare.jpg;Hardware;Overemballering og dens omkostning: hvad du betaler for luft;https://smartpack.dk/viden/hardware/overemballering-omkostning.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Stor papkasse åbnet med én lille vare i bunden og en masse luft omkring.;Stor kasse med én lille vare i bunden;foto
72;72-rodet-hjoerne-paa-lager.jpg;Hardware;De 10 mest oversete ting på et lager (der koster dig penge hver dag);https://smartpack.dk/viden/hardware/oversete-ting-paa-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Overset hjørne af et lager: tom palle, lose kabler, en kost og et par kasser uden mærkning.;Rodet hjørne af et lager med tom palle og lose kabler;foto
73;73-koe-af-kasser-ved-pakkebord.jpg;Hardware;Pakkebordet er din flaskehals (du ved det bare ikke);https://smartpack.dk/viden/hardware/pakkebord-flaskehalsen.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord med en lang kø af halvfærdige ordrer opmarcheret på rullebanen ved siden af.;Kø af ordrer på rullebanen ved et pakkebord;foto
74;74-velindrettet-pakkestation.jpg;Hardware;Pakkestation setup: sådan indretter du et effektivt pakkebord;https://smartpack.dk/viden/hardware/pakkestation-setup.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Ryddelig pakkestation set lige forfra: tape, kasser, fyld og printer inden for rækkevidde, intet overflødigt.;Ryddelig pakkestation med alt inden for rækkevidde;foto
75;75-plukkevogn-fuld-i-gang.jpg;Hardware;Plukkevognen bestemmer dit tempo: sådan vælger du rigtigt;https://smartpack.dk/viden/hardware/plukkevogn-bestemmer-dit-tempo.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Fuldt lastet plukkevogn parkeret midt i en smal reolgang, plukker på vej tilbage til den.;Fuldt lastet plukkevogn i en smal reolgang;foto
76;76-printer-i-armslaengde.jpg;Hardware;Printer-placering på pakkestation: de 8 sekunder der går tabt per pakke;https://smartpack.dk/viden/hardware/printer-placering-flow.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord set fra siden hvor printeren står i armslængde fra pakkerens højre hånd.;Printer placeret i armslængde ved pakkebordet;foto
77;77-rullebane-mellem-pluk-og-pak.jpg;Hardware;Rullebaner på lager: hvornår de er pengene værd og hvornår de ikke er;https://smartpack.dk/viden/hardware/rullebaner-paa-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Kort rullebane med tre kasser på vej fra plukområdet mod pakkestationen.;Rullebane med kasser mellem pluk og pak;foto
78;78-enkelt-og-flerordrevogn.jpg;Hardware;Single-order vs multi-order plukkevogn: hvornår skifter du?;https://smartpack.dk/viden/hardware/single-vs-multi-order-plukkevogn.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To plukkevogne ved siden af hinanden: én med en stor åben kurv, én med seks små opdelte rum.;Enkeltordrevogn og flerordrevogn side om side;foto
79;79-lang-lagergang-set-i-perspektiv.jpg;Hardware;Skridt per plukker som KPI: hvad det måler og hvad det ikke måler;https://smartpack.dk/viden/hardware/skridt-per-plukker.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Meget lang lagergang set fra gulvhøjde i perspektiv, en plukker langt væk som lille silhuet.;Lang lagergang med en plukker langt væk;foto
80;80-smaa-aendringer-paa-pakkebord.jpg;Hardware;Små forbedringer der sparer timer hver uge på lageret;https://smartpack.dk/viden/hardware/smaa-forbedringer-store-besparelser.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord hvor tape, saks og labels lige er flyttet tættere på, gamle pladser markeret med lyse felter.;Pakkebord hvor værktøjet er flyttet tættere på;foto
81;81-standardkasser-og-specialkasse.jpg;Hardware;Standard vs. specialkasser: hvornår kan det betale sig;https://smartpack.dk/viden/hardware/standard-vs-specialkasser.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Stak af ens brune standardkasser ved siden af én speciallavet kasse i afvigende format.;Stak standardkasser ved siden af en specialkasse;foto
82;82-tapepistol-lukker-kasse.jpg;Hardware;Tape-pistolers effekt på pakketiden: valg og vedligehold;https://smartpack.dk/viden/hardware/tape-pistoler-effekt.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Nærbillede af en tapepistol der trekker tape hen over en kasseflap i én bevægelse.;Tapepistol lukker en kasse;foto
83;83-tape-inden-for-raekkevidde.jpg;Hardware;Tape-placering på pakkebordet: sådan sparer du sekunder per pakke;https://smartpack.dk/viden/hardware/tape-placering-paa-bord.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord set lige oppefra hvor tapepistolen ligger i højre hånds naturlige hvileposition.;Tapepistol placeret hvor hånden naturligt hviler;foto
84;84-tre-slags-tape-ruller.jpg;Hardware;Tape-valg til lager: PP, PVC, papirtape og hvad der faktisk virker;https://smartpack.dk/viden/hardware/tape-valg-lager.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Tre taperuller side om side på et pakkebord: klar plast, brun plast og brun papirtape.;Tre forskellige taperuller på et pakkebord;foto
85;85-kassestoerrelser-i-raekke.jpg;Hardware;Valg af kasser til forsendelse: hvad koster det at vælge forkert;https://smartpack.dk/viden/hardware/valg-af-kasser.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Fem papkasser i stigende størrelse stillet op på række på et pakkebord.;Fem papkasser i stigende størrelse;foto
86;86-abc-zoner-markeret-paa-gulv.jpg;Fundamentals;ABC-analyse af sortiment: find dine vigtigste varer;https://smartpack.dk/viden/fundamentals/abc-analyse-sortiment.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagergulv med tre farvede zonemarkeringer i afstand fra pakkeområdet, reoler på hver side.;Lagergulv med tre farvede zonemarkeringer;diagram
87;87-cross-docking-port-til-port.jpg;Fundamentals;Hvad er cross-docking? Når varer ikke skal på lager;https://smartpack.dk/viden/fundamentals/hvad-er-cross-docking.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Bred hal med en indgående palle på vej direkte over gulvet mod en udgående port, ingen reoler imellem.;Palle køres direkte fra indgående til udgående port;diagram
88;88-optaelling-af-en-enkelt-hylde.jpg;Fundamentals;Hvad er cycle counting? Løbende lagerrevision forklaret;https://smartpack.dk/viden/fundamentals/hvad-er-cycle-counting.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Medarbejder der tæller varer på én hylde med terminal i hånden, resten af reolen urørt.;Medarbejder tæller varer på én enkelt hylde;foto
89;89-pakke-sendt-uden-om-lageret.jpg;Fundamentals;Hvad er dropshipping? Fordele, ulemper og hvornår det giver mening;https://smartpack.dk/viden/fundamentals/hvad-er-dropshipping.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Tom lagerhylde i forgrunden og en leveringsbil set gennem en åben port i baggrunden.;Tom lagerhylde med en leveringsbil i baggrunden;foto
90;90-fifo-aeldste-vare-forrest.jpg;Fundamentals;Hvad er FIFO? Forklaring og eksempler fra lageret;https://smartpack.dk/viden/fundamentals/hvad-er-fifo.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Reolplads hvor de forreste kasser er tydeligt ældre og stovede, de bagerste nye og rene.;Reolplads med ældre kasser forrest og nye bagerst;diagram
91;91-fra-ordre-til-faerdig-pakke.jpg;Fundamentals;Hvad er fulfillment? Fra ordre til pakke forklaret;https://smartpack.dk/viden/fundamentals/hvad-er-fulfillment.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Pakkebord set oppefra med pluksedel, åben kasse og færdig taped pakke i en række fra venstre mod højre.;Pluksedel, åben kasse og færdig pakke i række;foto
92;92-taelling-mod-systemtal.jpg;Fundamentals;Hvad er lagernøjagtighed (inventory accuracy)? Sådan måler og forbedrer du den;https://smartpack.dk/viden/fundamentals/hvad-er-inventory-accuracy.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Hånd med terminal holdt op mod en reolplads hvor der tydeligvis står færre kasser end der er plads til.;Terminal holdes op mod en halvtom reolplads;foto
93;93-vareflow-gennem-hallen.jpg;Fundamentals;Hvad er lagerflow? Sådan bevæger varer sig på lageret;https://smartpack.dk/viden/fundamentals/hvad-er-lagerflow.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Bred optagelse af en lagerhal hvor gulvmarkeringer viser en vej fra modtagelse over reoler til pakkeområde.;Lagerhal med gulvmarkeringer der viser vareflowet;diagram
94;94-overblik-over-lagerhal.jpg;Fundamentals;Hvad er lagerstyring? Den komplette forklaring;https://smartpack.dk/viden/fundamentals/hvad-er-lagerstyring.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Lagerhal set fra en højere position: reoler, pakkeområde og porte i samme billede.;Lagerhal set oppefra med reoler og pakkeområde;foto
95;95-ventende-palle-ved-porten.jpg;Fundamentals;Hvad er lead time? Leveringstid på lageret forklaret;https://smartpack.dk/viden/fundamentals/hvad-er-lead-time.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Enkelt wrappet palle der står alene ved en lukket port, resten af hallen tom.;Enkelt palle der venter ved en lukket port;foto
96;96-plukker-og-pakker-i-samme-hal.jpg;Fundamentals;Hvad er pluk og pak? Sådan fungerer det på lageret;https://smartpack.dk/viden/fundamentals/hvad-er-pluk-og-pak.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. To medarbejdere i samme billede: én plukker i reolgangen, én pakker ved bordet i forgrunden.;Plukker i reolgangen og pakker ved bordet;foto
97;97-hylde-naesten-tom-bestilling.jpg;Fundamentals;Hvad er reorder point? Beregning og eksempler;https://smartpack.dk/viden/fundamentals/hvad-er-reorder-point.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Reolplads med kun to varer tilbage og en tydelig tom markering ved siden af.;Reolplads med kun to varer tilbage;diagram
98;98-bufferlager-bag-plukpladsen.jpg;Fundamentals;Hvad er safety stock? Sikkerhedslager forklaret;https://smartpack.dk/viden/fundamentals/hvad-er-safety-stock.html;Fotorealistisk. Dansk/nordeuropæisk lager i normal størrelse, ikke en amerikansk mega-hal. Dagslys eller neutralt hallys, let afdæmpede farver. Tingene skal se brugte ud, ikke som et showroom. Kamera i øjenhøjde eller let ovenfra. Ingen tekst nogen steder i billedet. Ingen firmanavne, varemærker eller læsbare labels. Ingen genkendelige ansigter, folk ses bagfra, fra siden eller beskåret. Bredformat 16:9. Plukplads i forgrunden og en reserve af samme vare stablet på pallereolen ovenover.;Plukplads med reservelager på reolen ovenover;foto
